,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5366,red,2.4336133554004498,-1.0216512475319814,0.69,0.7419373447293773,-2.4079456086518722,1.791759469228055,21.0,1.0,3.17,-0.4780358009429998,9.2,6
5367,red,2.163323025660538,-0.19845093872383832,0.02,0.1823215567939546,-2.659260036932778,3.58351893845611,48.0,0.9952,3.2,-0.5447271754416722,9.8,5
5368,red,2.5649493574615367,-1.1394342831883648,0.65,0.9555114450274363,-2.375155785828881,2.70805020110221,47.0,0.9996,3.05,-0.4942963218147801,10.6,5
5369,red,2.2617630984737906,-0.616186139423817,0.42,0.8754687373538999,-2.513306124309698,3.2188758248682006,52.0,0.997,3.2,-0.342490308946776,11.4,6
5370,red,2.5257286443082556,-0.9942522733438669,0.55,0.9555114450274363,-2.488914671185539,3.2188758248682006,68.0,0.9995,3.15,-0.19845093872383832,10.4,6
5371,red,2.2925347571405443,-1.0498221244986778,0.55,0.7419373447293773,-2.7806208939370456,1.6094379124341003,14.0,0.9971,3.26,-0.23572233352106983,10.6,5
5372,red,2.3513752571634776,-1.2729656758128873,0.51,0.5306282510621704,-2.5257286443082556,2.302585092994046,24.0,0.9982,3.2,-0.11653381625595151,9.4,6
5373,red,2.2617630984737906,-0.3856624808119846,0.24,0.7884573603642703,-2.4418471603275536,1.6094379124341003,28.0,0.9988,3.14,-0.5108256237659907,10.2,5
5374,red,2.2300144001592104,-1.3093333199837622,0.41,0.6931471805599453,-2.396895772465287,1.791759469228055,16.0,0.998,3.28,-0.35667494393873245,9.7,5
5375,red,2.341805806147327,-1.4271163556401458,0.49,0.5877866649021191,-2.5902671654458267,1.791759469228055,20.0,0.9977,3.18,0.058268908123975824,11.0,6
5376,red,2.2617630984737906,-0.3856624808119846,0.24,0.7884573603642703,-2.4418471603275536,1.6094379124341003,28.0,0.9988,3.14,-0.5108256237659907,10.2,5
5377,red,2.2407096892759584,-0.3783364407199117,0.11,0.9932517730102834,-2.563949857128453,1.791759469228055,31.0,0.9984,3.19,-0.35667494393873245,10.1,6
5378,red,2.3608540011180215,-1.2729656758128873,0.39,2.740840023925201,-2.6736487743848776,1.791759469228055,23.0,1.0026,3.12,-0.4155154439616658,9.2,5
5379,red,2.2407096892759584,-1.2039728043259361,0.56,1.0296194171811581,-2.5257286443082556,1.791759469228055,17.0,0.9964,3.15,-0.08338160893905101,11.7,8
5380,red,2.3608540011180215,-1.0216512475319814,0.59,0.7884573603642703,-1.8838747581358606,1.791759469228055,18.0,0.9986,3.04,0.04879016416943204,9.4,5
5381,red,2.3608540011180215,-1.0216512475319814,0.6,0.7884573603642703,-1.8838747581358606,1.9459101490553132,18.0,0.9986,3.04,0.058268908123975824,9.4,5
5382,red,2.3608540011180215,-0.8209805520698302,0.68,1.410986973710262,-2.1715568305876416,1.791759469228055,24.0,0.997,3.06,-0.4155154439616658,13.4,6
5383,red,2.322387720290225,-0.40047756659712525,0.39,0.6418538861723947,-2.9187712324178627,1.791759469228055,17.0,0.9976,3.17,-0.7550225842780328,10.0,5
5384,red,2.322387720290225,-0.40047756659712525,0.39,0.6418538861723947,-2.9187712324178627,1.791759469228055,17.0,0.9976,3.17,-0.7550225842780328,10.0,5
5385,red,2.322387720290225,-0.43850496218636453,0.36,0.5877866649021191,-2.9374633654300153,1.6094379124341003,14.0,0.9982,3.17,-0.8675005677047231,10.0,6
5386,red,2.451005098112319,-1.1394342831883648,0.55,1.0296194171811581,-2.513306124309698,3.5553480614894135,67.0,1.0002,3.32,-0.08338160893905101,10.8,7
5387,red,2.2300144001592104,-0.941608539858445,0.4,0.9555114450274363,-2.617295837833746,2.302585092994046,26.0,0.9984,3.34,-0.2876820724517809,10.2,6
5388,red,2.2300144001592104,-0.25489224962879004,0.27,1.0296194171811581,-2.551046452292545,3.1780538303479458,56.0,0.9984,3.31,-0.40047756659712525,10.6,6
5389,red,2.2192034840549946,-0.8915981192837836,0.5,0.9162907318741551,-2.900422093749666,2.4849066497880004,25.0,0.9952,3.34,-0.23572233352106983,13.3,7
5390,red,2.186051276738094,-0.916290731874155,0.51,0.9555114450274363,-2.9565115604007097,2.5649493574615367,27.0,0.995,3.32,-0.10536051565782628,13.4,7
5391,red,2.163323025660538,-0.37106368139083207,0.31,1.0986122886681098,-2.4534079827286295,3.1354942159291497,81.0,1.0002,3.48,-0.3011050927839216,11.6,6
5392,red,1.8718021769015913,-0.941608539858445,0.23,2.1162555148025524,-2.9759296462578115,3.332204510175204,91.0,0.9952,3.44,-0.5978370007556204,12.1,6
5393,red,2.3702437414678603,-1.0498221244986778,0.53,0.9555114450274363,-2.659260036932778,1.6094379124341003,16.0,0.9972,3.15,-0.4307829160924542,11.0,8
5394,red,2.0541237336955462,-0.6539264674066639,0.25,0.6418538861723947,-2.513306124309698,2.6390573296152584,38.0,0.9984,3.43,-0.4307829160924542,9.0,6
5395,red,1.9740810260220096,-1.0788096613719298,0.32,0.9162907318741551,-2.4079456086518722,3.7612001156935624,113.0,0.9966,3.32,-0.23572233352106983,11.1,5
5396,red,2.3702437414678603,-1.0498221244986778,0.53,0.9555114450274363,-2.659260036932778,1.6094379124341003,16.0,0.9972,3.15,-0.4307829160924542,11.0,8
5397,red,2.163323025660538,-0.37106368139083207,0.31,1.0986122886681098,-2.4534079827286295,3.1354942159291497,81.0,1.0002,3.48,-0.3011050927839216,11.6,6
5398,red,2.0541237336955462,-0.6539264674066639,0.25,0.6418538861723947,-2.513306124309698,2.6390573296152584,38.0,0.9984,3.43,-0.4307829160924542,9.0,6
5399,red,2.341805806147327,-0.8209805520698302,0.73,1.8794650496471605,-2.6036901857779675,3.6375861597263857,76.0,0.999,3.17,-0.16251892949777494,12.0,7
5400,red,2.341805806147327,-0.8209805520698302,0.73,1.8794650496471605,-2.6036901857779675,3.6375861597263857,76.0,0.999,3.17,-0.16251892949777494,12.0,7
5401,red,2.3513752571634776,-1.3470736479666092,0.47,0.6418538861723947,-2.551046452292545,1.791759469228055,24.0,0.9976,3.18,0.03922071315328133,10.9,7
5402,red,2.3513752571634776,-1.4271163556401458,0.42,0.5877866649021191,-2.563949857128453,1.791759469228055,22.0,0.9976,3.21,0.04879016416943204,10.8,7
5403,red,2.322387720290225,-0.7133498878774648,0.63,1.0647107369924282,-2.631089159966082,2.302585092994046,26.0,0.9968,3.16,-0.2484613592984996,12.5,7
5404,red,2.341805806147327,-1.4271163556401458,0.46,0.5877866649021191,-2.5902671654458267,1.791759469228055,21.0,0.9976,3.25,0.01980262729617973,10.8,7
5405,red,2.4159137783010487,-0.40047756659712525,0.55,0.8329091229351039,-2.4769384801388235,1.791759469228055,13.0,1.0,3.17,-0.342490308946776,9.5,6
5406,red,2.302585092994046,-0.527632742082372,0.31,0.7884573603642703,-2.4079456086518722,3.258096538021482,62.0,0.9994,3.18,-0.4620354595965587,10.2,6
5407,red,2.5877640352277083,-1.2378743560016174,0.75,1.0296194171811581,-2.4769384801388235,3.1354942159291497,43.0,0.9986,3.04,-0.3856624808119846,11.4,7
5408,red,2.517696472610991,-0.8675005677047231,0.49,1.5260563034950492,-2.617295837833746,2.9444389791664403,43.0,0.9978,3.02,-0.4942963218147801,9.5,5
5409,red,2.302585092994046,-0.527632742082372,0.31,0.7884573603642703,-2.4079456086518722,3.258096538021482,62.0,0.9994,3.18,-0.4620354595965587,10.2,6
5410,red,2.3702437414678603,-0.916290731874155,0.48,0.7419373447293773,-2.0794415416798357,2.70805020110221,49.0,0.998,3.03,-0.21072103131565253,9.7,6
5411,red,2.3513752571634776,-0.6733445532637656,0.64,0.8754687373538999,-2.234926444520231,1.791759469228055,15.0,0.9973,3.09,-0.4155154439616658,11.8,7
5412,red,2.3513752571634776,-0.6733445532637656,0.64,0.8754687373538999,-2.234926444520231,1.791759469228055,15.0,0.9973,3.09,-0.4155154439616658,11.8,7
5413,red,2.1400661634962708,-0.4231200433468851,0.49,1.8082887711792655,-2.1037342342488805,3.5263605246161616,151.0,1.001,3.31,0.131028262406404,9.3,5
5414,red,2.5257286443082556,-0.5108256237659907,0.49,1.4586150226995167,-2.3025850929940455,1.6094379124341003,14.0,1.001,3.25,-0.3011050927839216,11.9,6
5415,red,2.341805806147327,-0.4942963218147801,0.49,0.7419373447293773,-1.6094379124341003,1.6094379124341003,16.0,0.9994,3.16,-0.4620354595965587,8.4,3
5416,red,2.388762789235098,-1.5606477482646683,0.49,1.0296194171811581,-2.430418464503931,2.3978952727983707,32.0,0.9972,3.22,-0.3856624808119846,11.7,6
5417,red,1.9878743481543455,-1.0078579253996456,0.49,0.9162907318741551,-2.430418464503931,3.6635616461296463,106.0,0.9966,3.36,-0.2484613592984996,11.0,5
5418,red,2.2823823856765264,-1.3862943611198906,0.49,0.9932517730102834,-2.430418464503931,2.70805020110221,33.0,0.9982,3.42,-0.10536051565782628,10.0,6
5419,red,2.028148247292285,-0.8915981192837836,0.49,0.6931471805599453,-2.430418464503931,2.772588722239781,43.0,0.998,3.48,-0.4462871026284195,9.1,5
5420,red,2.1041341542702074,-0.941608539858445,0.49,0.8329091229351039,-2.312635428847547,3.8501476017100584,133.0,0.9979,3.38,-0.01005033585350145,9.8,5
5421,red,2.2300144001592104,-0.916290731874155,0.49,0.9162907318741551,-2.4651040224918206,3.6375861597263857,142.0,0.9978,3.22,-0.5978370007556204,9.4,5
5422,red,2.2192034840549946,-0.843970070294529,0.49,0.8754687373538999,-2.4534079827286295,3.1354942159291497,116.0,0.9976,3.23,-0.4462871026284195,9.5,5
5423,red,2.341805806147327,-0.4462871026284195,0.24,1.0296194171811581,-2.2537949288246137,3.367295829986474,53.0,0.9998,3.24,-0.40047756659712525,9.9,5
5424,red,1.9878743481543455,-1.0078579253996456,0.49,0.9162907318741551,-2.430418464503931,3.6635616461296463,106.0,0.9966,3.36,-0.2484613592984996,11.0,5
5425,red,1.9459101490553132,-0.9675840262617056,0.49,0.9162907318741551,-2.333044300478754,3.4965075614664802,85.0,0.9962,3.39,-0.2613647641344075,11.4,6
5426,red,2.1041341542702074,-0.8675005677047231,0.49,0.9555114450274363,-2.4769384801388235,3.4657359027997265,55.0,0.9988,3.34,-0.2876820724517809,8.7,6
5427,red,2.2925347571405443,-0.4620354595965587,0.24,0.8754687373538999,-2.563949857128453,1.791759469228055,33.0,0.9974,3.09,-0.5621189181535413,9.4,5
5428,red,2.2082744135228043,-1.5141277326297755,0.24,0.7419373447293773,-2.551046452292545,0.0,28.0,0.999,3.41,-0.13926206733350766,10.3,6
5429,red,2.4765384001174837,-0.9675840262617056,0.49,0.9932517730102834,-2.322787800311565,2.4849066497880004,42.0,1.0004,3.16,-0.4942963218147801,10.3,5
5430,red,2.4765384001174837,-0.9675840262617056,0.49,0.9932517730102834,-2.322787800311565,2.4849066497880004,42.0,1.0004,3.16,-0.4942963218147801,10.3,5
5431,red,2.33214389523559,-1.3093333199837622,0.24,0.7419373447293773,-2.631089159966082,2.70805020110221,33.0,0.9956,3.22,-0.4155154439616658,12.8,6
5432,red,2.302585092994046,-0.7339691750802004,0.24,0.9932517730102834,-2.282782465697866,2.5649493574615367,32.0,1.0,3.28,-0.579818495252942,10.0,6
5433,red,2.2082744135228043,-1.5141277326297755,0.24,0.7419373447293773,-2.551046452292545,0.0,28.0,0.999,3.41,-0.13926206733350766,10.3,6
5434,red,2.2925347571405443,-0.4620354595965587,0.24,0.8754687373538999,-2.563949857128453,1.791759469228055,33.0,0.9974,3.09,-0.5621189181535413,9.4,5
5435,red,2.0918640616783932,-0.19237189264745613,0.24,0.7419373447293773,-2.4769384801388235,1.6094379124341003,13.0,0.9972,3.37,-0.2613647641344075,10.7,6
5436,red,2.5572273113676265,-1.0498221244986778,0.49,1.7578579175523736,-2.7181005369557116,1.6094379124341003,35.0,1.0014,3.2,-0.4155154439616658,12.0,7
5437,red,2.4159137783010487,-0.6931471805599453,0.74,1.6389967146756448,-2.3025850929940455,1.6094379124341003,17.0,0.9996,3.22,-0.4780358009429998,11.2,5
5438,red,2.2192034840549946,-0.527632742082372,0.24,1.1939224684724346,-2.2926347621408776,2.995732273553991,47.0,0.9988,3.26,-0.40047756659712525,9.6,5
5439,red,2.2512917986064953,-0.7765287894989963,0.49,1.840549633397487,-2.7488721956224653,1.6094379124341003,17.0,0.9988,3.21,-0.31471074483970024,11.0,6
5440,red,2.2300144001592104,-0.33547273628812946,0.24,0.7419373447293773,-2.659260036932778,1.6094379124341003,20.0,0.9966,3.12,-0.527632742082372,9.9,5
5441,red,2.4159137783010487,-0.4155154439616658,0.24,0.9162907318741551,-2.4651040224918206,2.772588722239781,53.0,0.9993,3.06,-0.3285040669720361,11.0,6
5442,red,2.6602595372658615,-1.171182981502945,0.74,0.5877866649021191,-2.5902671654458267,1.791759469228055,15.0,1.0008,2.86,-0.23572233352106983,8.4,6
5443,red,2.2082744135228043,-0.7550225842780328,0.49,0.9555114450274363,-2.364460496712133,3.6375861597263857,106.0,0.9982,3.08,-0.527632742082372,9.1,5
5444,red,2.0149030205422647,-0.5978370007556204,0.24,0.6931471805599453,-2.551046452292545,2.302585092994046,28.0,0.9983,3.45,-0.2484613592984996,9.5,6
5445,red,2.3608540011180215,-1.171182981502945,0.49,0.9162907318741551,-2.703062659591171,1.791759469228055,21.0,0.9987,3.26,-0.15082288973458366,10.7,6
5446,red,2.517696472610991,-1.0498221244986778,0.49,0.9555114450274363,-2.5383074265151158,3.295836866004329,69.0,0.9994,3.12,-0.2876820724517809,10.4,6
5447,red,2.1972245773362196,-0.6348782724359695,0.49,0.6418538861723947,-1.7660917224794772,1.791759469228055,25.0,0.9975,3.27,-0.4942963218147801,9.4,6
5448,red,1.916922612182061,-0.6733445532637656,0.01,0.7419373447293773,-2.6036901857779675,2.1972245773362196,25.0,0.9958,3.33,-0.579818495252942,9.5,6
5449,red,2.2407096892759584,-0.843970070294529,0.24,1.0296194171811581,-2.385966701933097,2.6390573296152584,45.0,0.998,3.19,-0.31471074483970024,10.0,6
5450,red,2.2512917986064953,-0.7765287894989963,0.24,0.9932517730102834,-2.385966701933097,2.6390573296152584,44.0,0.998,3.12,-0.3011050927839216,10.0,6
5451,red,1.6094379124341003,0.03922071315328133,0.24,0.47000362924573563,-2.995732273553991,3.4657359027997265,96.0,0.9934,3.74,-0.4780358009429998,11.5,5
5452,red,2.740840023925201,-0.43850496218636453,0.49,1.4350845252893227,-2.353878387381596,2.302585092994046,23.0,1.00315,2.92,-0.3011050927839216,11.1,5
5453,red,2.740840023925201,-0.43850496218636453,0.49,1.4350845252893227,-2.353878387381596,2.302585092994046,23.0,1.00315,2.92,-0.3011050927839216,11.1,5
5454,red,2.388762789235098,-0.6348782724359695,0.49,1.5260563034950492,-2.137070654516472,2.302585092994046,17.0,1.0002,3.07,-0.579818495252942,11.7,6
5455,red,2.747270914255491,-0.43850496218636453,0.49,1.4350845252893227,-2.353878387381596,2.302585092994046,23.0,1.00315,2.92,-0.3011050927839216,11.1,5
5456,red,2.388762789235098,-0.6348782724359695,0.49,1.5260563034950492,-2.137070654516472,2.302585092994046,17.0,1.0002,3.07,-0.579818495252942,11.7,6
5457,red,2.5649493574615367,-0.7550225842780328,0.49,1.4586150226995167,-2.4651040224918206,1.791759469228055,47.0,1.0021,3.3,-0.3856624808119846,12.7,6
5458,red,2.5416019934645457,-0.5108256237659907,0.49,1.0296194171811581,-2.5902671654458267,1.6094379124341003,19.0,0.9994,3.14,-0.5621189181535413,11.4,5
5459,red,2.1972245773362196,-0.8209805520698302,0.49,0.8754687373538999,-2.551046452292545,3.258096538021482,121.0,0.9978,3.23,-0.5447271754416722,9.2,5
5460,red,2.1972245773362196,-0.616186139423817,0.49,1.0647107369924282,-2.364460496712133,3.713572066704308,110.0,0.9982,3.08,-0.4942963218147801,9.2,5
5461,red,2.028148247292285,-1.2378743560016174,0.49,0.9932517730102834,-2.385966701933097,3.2188758248682006,60.0,0.9971,3.31,-0.4942963218147801,10.1,6
5462,red,2.5649493574615367,-0.7550225842780328,0.49,1.4586150226995167,-2.4651040224918206,1.791759469228055,47.0,1.0021,3.3,-0.3856624808119846,12.7,6
5463,red,2.5416019934645457,-0.5108256237659907,0.49,1.0296194171811581,-2.5902671654458267,1.6094379124341003,19.0,0.9994,3.14,-0.5621189181535413,11.4,5
5464,red,2.163323025660538,-0.35667494393873245,0.24,0.9162907318741551,-1.487220279709851,1.6094379124341003,15.0,0.9991,3.32,-0.5108256237659907,9.0,6
5465,red,2.163323025660538,-0.35667494393873245,0.24,0.9162907318741551,-1.487220279709851,1.6094379124341003,15.0,0.9991,3.32,-0.5108256237659907,9.0,6
5466,red,2.2823823856765264,-0.6931471805599453,0.49,0.9555114450274363,-1.3862943611198906,1.6094379124341003,20.0,0.999,3.31,-0.23572233352106983,10.7,6
5467,red,1.824549292051046,-1.0216512475319814,0.24,0.7884573603642703,-2.353878387381596,2.9444389791664403,42.0,0.9946,3.57,-0.5621189181535413,11.7,6
5468,red,2.4423470353692043,-1.0498221244986778,0.49,1.1939224684724346,-2.659260036932778,2.302585092994046,37.0,1.0003,3.32,-0.09431067947124129,11.0,6
5469,red,1.824549292051046,-1.0216512475319814,0.24,0.7884573603642703,-2.353878387381596,2.9444389791664403,42.0,0.9946,3.57,-0.5621189181535413,11.7,6
5470,red,2.322387720290225,-1.4271163556401458,0.49,0.8754687373538999,-2.5902671654458267,2.302585092994046,28.0,0.9978,3.14,-0.4942963218147801,10.4,5
5471,red,2.3513752571634776,-0.527632742082372,0.49,0.7419373447293773,-2.659260036932778,2.6390573296152584,47.0,0.9991,3.3,-0.579818495252942,9.6,4
5472,red,2.3608540011180215,-1.0788096613719298,0.49,1.1631508098056809,-2.551046452292545,2.995732273553991,78.0,0.9992,3.19,-0.35667494393873245,10.0,6
5473,red,2.509599262378372,-1.3093333199837622,0.49,1.1314021114911006,-2.5383074265151158,3.332204510175204,46.0,0.9993,3.2,-0.2231435513142097,10.2,6
5474,red,2.2925347571405443,-0.6931471805599453,0.24,0.8329091229351039,-2.2730262907525014,1.791759469228055,14.0,0.9978,3.34,-0.6539264674066639,10.0,4
5475,red,2.174751721484161,-0.8209805520698302,0.49,1.0296194171811581,-2.488914671185539,2.8903717578961645,111.0,0.9982,3.3,-0.5108256237659907,9.5,5
5476,red,2.174751721484161,-0.7550225842780328,0.49,1.0647107369924282,-2.4651040224918206,2.833213344056216,110.0,0.9982,3.29,-0.5108256237659907,9.8,5
5477,red,2.3608540011180215,-1.171182981502945,0.49,0.7884573603642703,-2.7646205525906042,2.8903717578961645,40.0,0.9976,3.14,-0.6733445532637656,9.8,6
5478,red,2.509599262378372,-0.6931471805599453,0.49,0.7884573603642703,-2.419118909249997,1.6094379124341003,14.0,1.0002,3.19,-0.8209805520698302,9.6,5
5479,red,2.509599262378372,-0.6931471805599453,0.49,0.7884573603642703,-2.419118909249997,1.6094379124341003,14.0,1.0002,3.19,-0.8209805520698302,9.6,5
5480,red,2.4595888418037104,-0.7133498878774648,0.49,0.7884573603642703,-2.488914671185539,1.6094379124341003,15.0,1.0,3.19,-0.843970070294529,9.2,5
5481,red,2.4849066497880004,-1.2729656758128873,0.49,0.6418538861723947,-2.6036901857779675,2.302585092994046,21.0,0.9976,2.98,-0.4155154439616658,9.9,7
5482,red,2.468099531471619,-1.1086626245216111,0.49,1.2237754316221157,-2.375155785828881,3.9889840465642745,80.0,1.0002,3.3,-0.2744368457017603,10.7,7
5483,red,2.028148247292285,-0.6733445532637656,0.24,0.8754687373538999,-2.396895772465287,2.0794415416798357,38.0,0.998,3.47,-0.4155154439616658,9.6,6
5484,red,2.4069451083182885,-1.171182981502945,0.49,0.9932517730102834,-2.364460496712133,2.772588722239781,47.0,0.9986,3.12,0.01980262729617973,10.6,7
5485,red,1.9878743481543455,-0.31471074483970024,0.24,0.6418538861723947,-2.2256240518579173,2.8903717578961645,102.0,0.9967,3.26,-0.527632742082372,9.3,5
5486,red,1.6094379124341003,-0.8675005677047231,0.24,0.6931471805599453,-2.8134107167600364,2.9444389791664403,50.0,0.9917,3.72,-0.3011050927839216,14.0,8
5487,red,2.322387720290225,-1.2378743560016174,0.49,0.9555114450274363,-2.8302178350764176,1.6094379124341003,13.0,0.9976,3.05,-0.3011050927839216,10.5,7
5488,red,2.1972245773362196,-0.7985076962177716,0.49,0.9555114450274363,-2.4769384801388235,3.044522437723423,75.0,0.9987,3.35,-0.5621189181535413,9.7,5
5489,red,1.8870696490323797,-0.941608539858445,0.49,0.5306282510621704,-2.659260036932778,3.1354942159291497,149.0,0.9922,3.12,-0.6931471805599453,11.5,6
5490,red,2.1972245773362196,-0.7985076962177716,0.49,0.9555114450274363,-2.4769384801388235,3.044522437723423,75.0,0.9987,3.35,-0.5621189181535413,9.7,5
5491,red,2.2925347571405443,-0.7133498878774648,0.58,1.252762968495368,-2.364460496712133,2.1972245773362196,43.0,1.0004,3.29,-0.5447271754416722,9.0,5
5492,red,2.066862759472976,-0.3285040669720361,0.17,0.9555114450274363,-2.3434070875143007,2.995732273553991,38.0,0.9978,3.4,-0.6348782724359695,9.5,5
5493,red,2.186051276738094,-0.5191938734365074,0.41,2.066862759472976,-2.4534079827286295,3.4011973816621555,109.0,0.9998,3.27,-0.5621189181535413,9.3,5
5494,red,2.517696472610991,-0.916290731874155,0.51,0.6931471805599453,-2.8302178350764176,1.791759469228055,24.0,0.9994,3.04,-0.5108256237659907,9.3,6
5495,red,2.4765384001174837,-0.5447271754416722,0.58,0.6418538861723947,-2.645075401940822,1.6094379124341003,18.0,0.998,3.09,-0.4620354595965587,10.0,6
5496,red,2.1400661634962708,-0.5361434317502807,0.18,0.7419373447293773,-2.551046452292545,1.6094379124341003,30.0,0.9967,3.2,-0.7339691750802004,9.8,6
5497,red,2.5416019934645457,-0.527632742082372,0.45,0.8329091229351039,-2.501036031717884,2.3978952727983707,22.0,1.0,3.0,-0.35667494393873245,9.3,6
5498,red,2.1041341542702074,-0.0888312137066157,0.27,0.7419373447293773,-2.430418464503931,1.9459101490553132,23.0,0.9962,3.26,-0.7550225842780328,10.0,4
5499,red,2.580216829592325,-0.7765287894989963,0.52,0.7884573603642703,-2.645075401940822,2.4849066497880004,35.0,1.0006,3.1,-0.579818495252942,9.0,6
5500,red,2.0412203288596382,-0.18032355413128162,0.0,0.9555114450274363,-2.513306124309698,1.791759469228055,14.0,0.9975,3.3,-0.6539264674066639,9.3,5
5501,red,2.580216829592325,-0.7765287894989963,0.52,0.7884573603642703,-2.645075401940822,2.4849066497880004,35.0,1.0006,3.1,-0.579818495252942,9.0,6
5502,red,2.1162555148025524,-0.5447271754416722,0.13,1.0647107369924282,-2.3434070875143007,2.6390573296152584,63.0,0.9984,3.17,-0.4780358009429998,9.1,6
5503,red,2.1162555148025524,-0.5108256237659907,0.13,0.9555114450274363,-2.4651040224918206,1.791759469228055,24.0,0.9984,3.31,-0.527632742082372,9.2,6
5504,red,2.2407096892759584,-0.8915981192837836,0.48,1.5260563034950492,-2.631089159966082,2.302585092994046,20.0,0.9973,3.34,-0.23572233352106983,12.2,7
5505,red,2.174751721484161,-0.7339691750802004,0.41,1.1939224684724346,-2.385966701933097,3.258096538021482,52.0,0.9982,3.31,-0.6348782724359695,10.5,6
5506,red,2.312535423847214,-0.4307829160924542,0.37,1.62924053973028,-2.2072749131897207,2.3978952727983707,65.0,1.0026,3.32,-0.4462871026284195,10.4,6
5507,red,1.840549633397487,-1.0216512475319814,0.19,1.1631508098056809,-2.5902671654458267,2.70805020110221,39.0,0.9956,3.56,-0.6539264674066639,12.7,6
5508,red,2.174751721484161,-1.4271163556401458,0.54,0.9162907318741551,-2.488914671185539,3.2188758248682006,57.0,0.9983,3.39,-0.616186139423817,9.2,5
5509,red,2.580216829592325,-0.9675840262617056,0.55,0.9932517730102834,-2.513306124309698,1.6094379124341003,16.0,1.0006,2.98,-0.616186139423817,9.4,5
5510,red,2.0149030205422647,-0.4462871026284195,0.0,0.8754687373538999,-2.563949857128453,2.8903717578961645,29.0,0.9965,3.32,-0.5108256237659907,10.0,6
5511,red,2.1041341542702074,-0.941608539858445,0.38,0.4054651081081644,-2.8473122684357177,2.302585092994046,29.0,0.9962,3.26,-0.3011050927839216,9.8,5
5512,red,2.2192034840549946,-0.28103752973311236,0.18,0.7884573603642703,-1.9105430052180221,2.302585092994046,103.0,0.9969,2.87,0.3074846997479607,10.2,6
5513,red,2.2617630984737906,-0.5108256237659907,0.5,0.8329091229351039,-2.5383074265151158,3.332204510175204,71.0,0.9997,3.5,-0.5621189181535413,9.7,5
5514,red,2.2617630984737906,-0.5108256237659907,0.5,0.8329091229351039,-2.5383074265151158,3.332204510175204,71.0,0.9997,3.5,-0.5621189181535413,9.7,5
5515,red,2.4423470353692043,-1.171182981502945,0.51,0.7884573603642703,-2.5383074265151158,2.6390573296152584,28.0,0.9982,3.03,-0.07257069283483537,9.8,6
5516,red,2.4336133554004498,-0.7765287894989963,0.5,0.9932517730102834,-2.1037342342488805,1.3862943611198906,17.0,1.0006,3.13,-0.35667494393873245,10.2,5
5517,red,2.424802725718295,-0.9942522733438669,0.41,0.8329091229351039,-2.430418464503931,1.791759469228055,16.0,0.9988,3.09,-0.2231435513142097,9.3,5
5518,red,2.1162555148025524,-0.616186139423817,0.24,1.2237754316221157,-2.577021938695806,2.772588722239781,112.0,0.9976,3.27,-0.4942963218147801,9.4,5
5519,red,2.1041341542702074,-0.579818495252942,0.23,1.2237754316221157,-2.551046452292545,2.6390573296152584,104.0,0.9976,3.28,-0.4780358009429998,9.4,5
5520,red,2.302585092994046,-0.5447271754416722,0.22,0.6418538861723947,-2.5257286443082556,2.1972245773362196,32.0,0.9974,3.13,-0.5978370007556204,9.5,5
5521,red,2.066862759472976,-0.6733445532637656,0.25,1.0647107369924282,-2.563949857128453,3.044522437723423,45.0,0.9974,3.49,-0.040821994520255166,12.1,6
5522,red,1.916922612182061,-0.37106368139083207,0.0,1.7227665977411035,-2.0874737133771,3.044522437723423,58.0,0.9997,3.46,-0.3285040669720361,10.2,5
5523,red,1.916922612182061,-0.37106368139083207,0.0,1.7227665977411035,-2.0874737133771,3.044522437723423,58.0,0.9997,3.46,-0.3285040669720361,10.2,5
5524,red,2.174751721484161,-0.5108256237659907,0.29,0.7884573603642703,-2.322787800311565,1.6094379124341003,15.0,0.9988,3.36,-0.7133498878774648,9.1,5
5525,red,2.174751721484161,-0.5108256237659907,0.29,0.7884573603642703,-2.322787800311565,1.6094379124341003,15.0,0.9988,3.36,-0.7133498878774648,9.1,5
5526,red,2.163323025660538,-0.616186139423817,0.26,0.9162907318741551,-2.333044300478754,1.9459101490553132,31.0,0.9976,3.27,-0.5108256237659907,9.3,6
5527,red,2.028148247292285,-0.3783364407199117,0.23,0.8329091229351039,-2.198225077669803,2.995732273553991,84.0,0.9964,3.21,-0.4942963218147801,9.3,5
5528,red,2.163323025660538,-0.616186139423817,0.26,0.9162907318741551,-2.333044300478754,1.9459101490553132,31.0,0.9976,3.27,-0.5108256237659907,9.3,6
5529,red,2.341805806147327,-1.2729656758128873,0.54,0.9932517730102834,-2.2537949288246137,1.6094379124341003,19.0,0.9988,3.25,-0.4620354595965587,9.5,5
5530,red,2.028148247292285,-0.8915981192837836,0.14,1.0986122886681098,-2.4418471603275536,3.044522437723423,43.0,0.9964,3.32,-0.5621189181535413,10.5,6
5531,red,2.312535423847214,-0.06720874969344999,0.22,1.2237754316221157,-2.2537949288246137,2.3978952727983707,86.0,1.001,3.43,-0.4462871026284195,11.3,4
5532,red,2.066862759472976,-1.0498221244986778,0.21,0.6418538861723947,-2.617295837833746,3.828641396489095,102.0,0.9964,3.27,-0.5447271754416722,9.5,5
